,SGDRegressor sample_cov 5,SGDRegressor sample_cov 10,SGDRegressor sample_cov 30,AdaBoostRegressor sample_cov 5,AdaBoostRegressor sample_cov 10,AdaBoostRegressor sample_cov 30,RandomForestRegressor sample_cov 5,RandomForestRegressor sample_cov 10,RandomForestRegressor sample_cov 30,SVR sample_cov 5,SVR sample_cov 10,SVR sample_cov 30,sample_cov all,SGDRegressor exp_cov 5,SGDRegressor exp_cov 10,SGDRegressor exp_cov 30,AdaBoostRegressor exp_cov 5,AdaBoostRegressor exp_cov 10,AdaBoostRegressor exp_cov 30,RandomForestRegressor exp_cov 5,RandomForestRegressor exp_cov 10,RandomForestRegressor exp_cov 30,SVR exp_cov 5,SVR exp_cov 10,SVR exp_cov 30,exp_cov all,SGDRegressor ledoit_wolf_constant_variance 5,SGDRegressor ledoit_wolf_constant_variance 10,SGDRegressor ledoit_wolf_constant_variance 30,AdaBoostRegressor ledoit_wolf_constant_variance 5,AdaBoostRegressor ledoit_wolf_constant_variance 10,AdaBoostRegressor ledoit_wolf_constant_variance 30,RandomForestRegressor ledoit_wolf_constant_variance 5,RandomForestRegressor ledoit_wolf_constant_variance 10,RandomForestRegressor ledoit_wolf_constant_variance 30,SVR ledoit_wolf_constant_variance 5,SVR ledoit_wolf_constant_variance 10,SVR ledoit_wolf_constant_variance 30,ledoit_wolf_constant_variance all,SGDRegressor ledoit_wolf_constant_correlation 5,SGDRegressor ledoit_wolf_constant_correlation 10,SGDRegressor ledoit_wolf_constant_correlation 30,AdaBoostRegressor ledoit_wolf_constant_correlation 5,AdaBoostRegressor ledoit_wolf_constant_correlation 10,AdaBoostRegressor ledoit_wolf_constant_correlation 30,RandomForestRegressor ledoit_wolf_constant_correlation 5,RandomForestRegressor ledoit_wolf_constant_correlation 10,RandomForestRegressor ledoit_wolf_constant_correlation 30,SVR ledoit_wolf_constant_correlation 5,SVR ledoit_wolf_constant_correlation 10,SVR ledoit_wolf_constant_correlation 30,ledoit_wolf_constant_correlation all,index
2019-03-11,0.004279992065752471,0.007251266346184536,-0.00276894177708604,0.0011354485636498404,0.0011354485636498404,0.0011354485636498404,-0.0011841946739897906,-0.003556173754072629,-0.0023957108862873826,0.00783322376767289,-0.0012597068829847654,-0.001259706882984765,0.012671267690974515,0.0032209318031907186,0.005080841160743036,-0.007547831800095237,-0.006349480143803458,-0.006349480143803458,-0.006349480143803458,0.005527740213963481,-0.003783252215233007,-0.011267521838411787,0.005696808065235249,-0.011010699193000954,-0.01682639417486242,0.003796586667095421,-0.0020113222764999387,0.005155812886480805,-0.0001717847606101415,-0.00022782622542323066,-0.00022782622542323066,-0.00022782622542323066,2.386410393040439e-05,-0.002778817996595899,-0.00032555169911579053,0.0008333368498253165,-0.006006774927805274,-0.006693194888773596,0.0004432704874213797,0.0025073483591145015,0.0054932310566340094,0.00020026978304705611,7.985252867475528e-05,7.985252867475528e-05,7.985252867475528e-05,-0.0008254190291829562,-0.0005362391945474138,0.001068641054895929,0.007569524126132288,-0.001154376340524096,-0.0014529855466237946,0.004349710768259266,-0.008353944272296965
2019-03-18,-0.002049870991936748,-0.001171186990426869,0.00206215705937633,0.00509009690035709,0.00509009690035709,0.00509009690035709,-0.010991954210562014,-0.007652373359570102,0.0048821505375685045,0.004175727242652617,0.005493497403513203,-0.0022562370187008004,-0.0030575679484214843,0.0026884329699324683,-0.0007607659215135845,-0.004011945322016841,-0.0045342511784207,-0.0045342511784207,-0.0045342511784207,-0.013131787232690853,-0.0026176178158227,-0.004738410069433923,0.005111415213443308,0.0033558924574812322,-0.006458328313434202,-0.004597983643576385,0.0027027769053066123,-0.00042151258716006875,-0.0017367180414320665,-0.0019482966451757943,-0.0019482966451757943,-0.0019482966451757943,-0.00899540502029807,-0.0026364730023705845,-0.00209954106911819,0.0049479733066871,0.003185297324377207,-0.003560699720397521,-0.002403759387436621,0.0003212828800051449,-0.0006674192211357029,-0.001252766789632767,-0.0011161566515656295,-0.0011161566515656295,-0.0011161566515656295,-0.008277532134749903,-0.00461953272252996,-0.0013613066052294807,0.003094533349983806,0.003550833253135672,-0.0004997365299405409,-0.0004770872872907342,-0.00317326854745148
2019-03-25,-0.01036043160010445,0.0019498081981003338,0.00033141996551840005,0.0004395383478212705,0.0004395383478212705,0.00040233305254209833,0.026076708517555468,0.014967556002628661,0.0032131549891383842,0.005335184889147523,0.005443663748814426,0.001509934125737377,0.000236423384188467,-0.004207213351055913,-0.0051495355567922835,0.002932339355757862,0.007762478637960571,0.007762478637960571,0.008008310232632968,0.025165330652101615,0.014558534579585823,0.0073488280300060115,0.0019026464043715246,0.026465650963667785,0.002828416848647653,-0.0008581939809060035,-0.003246404262429753,-0.0009396943037631078,0.006377745727684135,0.005876041808028856,0.005876041808028856,0.0058882120283616345,0.02348645286543838,0.01354532832677207,0.004942052200675913,-0.003116239823311766,0.004914670578564154,0.00400504919797566,0.008712886651266162,-0.005448707085195782,0.0037351589105135783,0.006098228080283458,0.004988802289887344,0.004988802289887344,0.004814716880398032,0.019972956241304157,0.013940499851475007,0.0034180727830300938,0.0028650602328605993,0.009327679561801739,0.005024984084194665,0.004861480226625748,0.00720212170612422
2019-04-01,0.0023139214271667447,0.0023139214271667447,-0.005498377151405761,-0.004679718196238248,-0.004679718196238248,-0.0073319022647084595,0.0074982123682511784,-0.0018686919458567874,-0.00783254303990771,0.004134125617665761,0.0009541613200950792,-0.014160385499490323,-0.006218140138286362,0.001834009208170473,0.001834009208170473,-0.0004417068785934239,7.218311430077964e-05,7.218311430077964e-05,-0.0005663718178456417,0.012165669821564813,0.0042259953397117255,-0.006311834564112037,0.0110762803209853,0.0051020918861756515,-0.01543637953114583,-0.007553510246567904,0.00019339553319372513,0.00019339553319372513,-0.0010507564031283475,-0.0002235746105335633,-0.0002235746105335633,-0.0010580166605573104,0.011781673736096973,0.004456129231162548,-0.00115082951778695,0.0069275290257898555,0.0018398899467990332,-0.0019182570203372057,-0.00014871218667874872,0.0028226370064249494,0.0028226370064249494,-0.0006125260106710397,-0.0005640144005458723,-0.0005640144005458723,-0.0008527339916934691,0.005063460344449254,-0.00231605230155899,-0.0016661495357678025,0.005386874216062883,0.0027680766033698376,-0.004927939838278118,-0.00414383362554829,0.005592462857833214
2019-04-08,0.0060170194435757015,0.0060170194435757015,0.009549019819280944,0.007325244652094302,0.007325244652094302,0.007325244652094302,-0.003212256612268734,0.010405098921645211,0.00874830612344237,0.0015048002004705075,-0.00164759384827583,0.0032458250376059105,0.006001815222464332,0.007547024813823456,0.007356920338626714,0.009331179657783812,0.006317457109282092,0.006317457109282092,0.006317457109282092,-0.0028603206589285527,0.009047399023830647,0.008444497265831553,0.009651795480265749,0.002940568609866837,0.003620333369886451,0.006842088420276252,0.007928867459461792,0.007036700945650566,0.006327116719838922,0.0060802530922449355,0.0060802530922449355,0.0060802530922449355,-0.0008627121897090131,0.00875878519761957,0.005258013980990845,-0.0010072786385961316,0.0023750265513120578,0.005821657136911603,0.005793125910901776,0.004883162690002522,0.004960412794987727,0.008182781979828016,0.00832188114168916,0.00832188114168916,0.00832188114168916,0.0030075209323495496,0.012188701638561983,0.007724999673922143,-0.0022992726724088146,0.005078798350921444,0.005991650132190281,0.007467511199966055,0.00947313209934375
2019-04-15,6.318759420714326e-05,6.318759420714326e-05,0.005812284359329879,0.0060629419389764015,0.0060629419389764015,0.0060629419389764015,-0.007423221603539094,0.005081639612219351,0.01081607378812811,0.0020965632961532136,0.0014726633928299404,0.005326504052462866,0.004133980361727862,0.005743484637720592,0.005743484637720592,0.006466955041349663,0.003782823229668987,0.003782823229668987,0.003739766162889166,-0.005990163209570978,0.0005871471994392358,0.010685650069235593,0.0008059980338583905,0.00029196149625433545,0.005326227515520593,0.004727463711715049,0.00747061553614745,0.00747061553614745,0.00238532101164107,0.002425573402581643,0.002425573402581643,0.002425573402581643,-0.006466041707762907,0.0005443275509879996,0.005240333841212485,0.013876407578991182,0.008868403796133434,0.008815747981108447,0.0027563925122530164,0.0032182637672489153,0.0032182637672489153,0.002583679947694588,0.002695219515786661,0.002695219515786661,0.002695219515786661,-0.006756486036216212,0.00018706867741870585,0.0019649871347435987,0.0028168944115301185,0.0019025846430138801,0.004673963825612211,0.002706080656561883,0.015397124442241061
2019-04-22,0.007312659611015217,0.007312659611015217,0.0029793123773915638,0.002652135959463796,0.002652135959463796,0.002652135959463796,0.027224574080793727,0.007422634151049464,0.003166142517599106,0.013085763188723627,0.008141452369370932,0.0015828840434536004,0.0027026095568252057,0.010532541007916103,0.010532541007916103,0.0036457164065839998,0.0029443532378027066,0.0029443532378027066,0.0029443532378027066,0.034408132408481285,0.0020027986053544338,0.0033460211534947866,0.00901880478586068,0.005059466283735419,0.0016390967272440977,0.004551789574989937,0.0011977740481032679,0.0011977740481032679,0.006224754841565974,0.005903822467437966,0.005903822467437966,0.005903822467437966,0.025969178702333857,0.005770793591349651,0.006085880039981239,0.008352915567909411,0.004624357847159934,0.0033635138953347827,0.0063800700672211694,0.012925292739691022,0.012925292739691022,0.011582432283182193,0.010289627010562253,0.010289627010562253,0.010289627010562253,0.019968418453079197,0.01056010214628346,0.00955564668028263,0.013336758970839347,0.009277015559176129,0.006915902981210388,0.009067352461054213,-0.005839684071138773
2019-04-29,-0.012653971768701859,-0.012653971768701859,-0.019427874117962356,-0.020588836416573005,-0.020588836416573005,-0.020588836416573005,-0.042250213741298684,-0.02205620768920148,-0.01859830348503264,-0.0003452483742923492,-0.009977636234714492,-0.012687204800122052,-0.017860959614135544,-0.013437390513955505,-0.013437390513955505,-0.01883893898961847,-0.019437379557803235,-0.019437379557803235,-0.019437379557803235,-0.022776901748835298,-0.02188300598297052,-0.01865855195420942,0.00045642848199595805,-0.011508645623359386,-0.01246815948307986,-0.01740333095188859,-0.012479495840183832,-0.012479495840183832,-0.017847302547721815,-0.017510216403140186,-0.017510216403140186,-0.017510216403140186,-0.03200285363321995,-0.025417780765301625,-0.01761747549392904,1.78019309101155e-06,-0.01235343015711591,-0.014816045232607242,-0.017612679564918923,-0.007901365514422267,-0.007901365514422267,-0.011013970369579037,-0.010924544874119339,-0.010924544874119339,-0.010924544874119339,-0.03552454871913251,-0.024217021974305874,-0.01020773296113666,0.002230513322580071,-0.007470121740495247,-0.013036810845952238,-0.013696505624641666,0.015567045954611114
2019-05-06,-0.007217722857949354,-0.011598833439216305,-0.007843325743660387,-0.00874999596150026,-0.00874999596150026,-0.00874999596150026,-0.012882620401202244,-0.008782107330237711,-0.010566626755922449,-0.006436000798000519,-0.008422404198585432,-0.008821598932196886,-0.005455819206253311,-0.001084576048729081,0.0023485451994681274,-0.007711700484001992,-0.011575903559470758,-0.011575903559470758,-0.010750461638240212,-0.011886453784154465,-0.010667781497013149,-0.0054593795109109475,-0.007933033398776212,0.003722062588183497,0.004285726618733235,-0.007946192556275218,-0.001304162813637657,0.011015629368984063,0.004314690926469894,0.0043353275207987495,0.0043353275207987495,0.004640138091034075,-0.011762757819415492,-0.009226213624183325,0.006512686860539004,-0.002256345423215094,0.005379963783504372,0.009829796769120764,0.0047445808629950036,-0.00729205051225815,-0.004440200443431569,0.0059035756438048734,0.004101955091074941,0.004101955091074941,0.004580774521379218,-0.012331435405852513,-0.012742581362073405,0.0020355302711045314,-0.005821663217242332,0.010273859532533746,0.0015877411018380967,0.0018157056490325355,-0.005768471877248715
2019-05-13,0.003169757219652937,0.006067399191219589,0.01631045763130357,0.019018066541789353,0.019018066541789353,0.019018066541789353,-0.012743499585383455,0.005538337456521937,0.01730726846143229,0.0036467875998102616,0.0037816784849794027,0.0037816784849794027,0.011678896344165487,-0.0004683304544141481,0.004280295717827922,0.015650159132093965,0.01871564294920366,0.01871564294920366,0.01871564294920366,-0.003152757513757841,0.009633503478238478,0.018979515246712472,-0.008039401533365069,0.003389642204041859,0.003389642204041859,0.011790880107536093,0.001016250514582096,0.008096059096861353,0.007695301262491976,0.007985278538993631,0.007985278538993631,0.007985278538993631,-0.02353017076254224,0.0007218338551637375,0.00768156060710612,0.010386422439056908,0.00986584461657165,0.00986584461657165,0.006835306295844803,0.0033856234573350014,0.00340122883645194,0.005998989640547768,0.0059528674825343065,0.0059528674825343065,0.0059528674825343065,-0.027437013282813907,0.0013200008804960094,0.005290160964253921,0.0028394815409413174,0.0022729477056739637,0.0022729477056739637,0.004461471951683543,0.003860177521470387
