,SGDRegressor sample_cov 5,SGDRegressor sample_cov 10,SGDRegressor sample_cov 30,AdaBoostRegressor sample_cov 5,AdaBoostRegressor sample_cov 10,AdaBoostRegressor sample_cov 30,RandomForestRegressor sample_cov 5,RandomForestRegressor sample_cov 10,RandomForestRegressor sample_cov 30,SVR sample_cov 5,SVR sample_cov 10,SVR sample_cov 30,sample_cov all,SGDRegressor exp_cov 5,SGDRegressor exp_cov 10,SGDRegressor exp_cov 30,AdaBoostRegressor exp_cov 5,AdaBoostRegressor exp_cov 10,AdaBoostRegressor exp_cov 30,RandomForestRegressor exp_cov 5,RandomForestRegressor exp_cov 10,RandomForestRegressor exp_cov 30,SVR exp_cov 5,SVR exp_cov 10,SVR exp_cov 30,exp_cov all,SGDRegressor ledoit_wolf_constant_variance 5,SGDRegressor ledoit_wolf_constant_variance 10,SGDRegressor ledoit_wolf_constant_variance 30,AdaBoostRegressor ledoit_wolf_constant_variance 5,AdaBoostRegressor ledoit_wolf_constant_variance 10,AdaBoostRegressor ledoit_wolf_constant_variance 30,RandomForestRegressor ledoit_wolf_constant_variance 5,RandomForestRegressor ledoit_wolf_constant_variance 10,RandomForestRegressor ledoit_wolf_constant_variance 30,SVR ledoit_wolf_constant_variance 5,SVR ledoit_wolf_constant_variance 10,SVR ledoit_wolf_constant_variance 30,ledoit_wolf_constant_variance all,SGDRegressor ledoit_wolf_constant_correlation 5,SGDRegressor ledoit_wolf_constant_correlation 10,SGDRegressor ledoit_wolf_constant_correlation 30,AdaBoostRegressor ledoit_wolf_constant_correlation 5,AdaBoostRegressor ledoit_wolf_constant_correlation 10,AdaBoostRegressor ledoit_wolf_constant_correlation 30,RandomForestRegressor ledoit_wolf_constant_correlation 5,RandomForestRegressor ledoit_wolf_constant_correlation 10,RandomForestRegressor ledoit_wolf_constant_correlation 30,SVR ledoit_wolf_constant_correlation 5,SVR ledoit_wolf_constant_correlation 10,SVR ledoit_wolf_constant_correlation 30,ledoit_wolf_constant_correlation all,index
2019-03-11,0.004690583156135086,0.016814775265697492,-0.00276894177708604,-0.013757380069676254,0.009992363074023285,0.0011354485636498404,0.003417418442472484,0.0034543638329643054,-0.0023957108862873826,0.006242933255280414,-0.004169911466252145,-0.001259706882984765,0.012671267690974515,0.011769698526268729,0.015600158798721916,-0.007547831800095237,-0.014381428640706302,0.01371497120753495,-0.006349480143803458,0.009268734815614693,0.004139610569865574,-0.011267521838411787,-0.003968970121531854,-0.009711965245209859,-0.01682639417486242,0.003796586667095421,-0.0005254766265163595,0.006721683675820536,-0.0001717847606101415,-0.005003777014913837,0.0027438770209338628,-0.00022782622542323066,-0.0003081060614959128,-0.002940596906527074,-0.00032555169911579053,-0.0002543787821019687,-0.006710388338583534,-0.006693194888773596,0.0004432704874213797,-0.0025000089435374246,0.007649652355082132,0.00020026978304705611,-0.010786684903840684,0.004596244062088198,7.985252867475528e-05,-0.002208876905831317,0.0012837422790927641,0.001068641054895929,0.008552656122157965,-0.004192348739756069,-0.0014529855466237946,0.004349710768259266,-0.008353944272296965
2019-03-18,-0.023811645212835346,0.008417120486627187,0.00206215705937633,-0.014587964950504136,-0.01475266492829763,0.00509009690035709,-0.007771191056810561,-0.005899107332861347,0.0048821505375685045,0.004817637073654511,0.0032563400600955647,-0.0022562370187008004,-0.0030575679484214843,-0.019598994083890424,0.0017326047734265277,-0.004011945322016841,-0.014161983437590949,-0.012764196432687665,-0.0045342511784207,-0.014468611833058715,-0.005062436787662023,-0.004738410069433923,0.006422693136139674,-0.0016322319662578544,-0.006458328313434202,-0.004597983643576385,-0.01442538423404818,0.0038728887447139647,-0.0017367180414320665,-0.02525050419333961,-0.01105947703777806,-0.0019482966451757943,-0.01812068361064892,-0.01058160211289229,-0.00209954106911819,0.007180276591837408,-0.00034558824212062967,-0.003560699720397521,-0.002403759387436621,-0.010939052822852558,0.0036638887268049215,-0.001252766789632767,-0.016658652536095025,-0.003610713999824231,-0.0011161566515656295,-0.006875091309980003,-0.0036191868832110767,-0.0013613066052294807,0.002932954242271502,0.0022199414538459483,-0.0004997365299405409,-0.0004770872872907342,-0.00317326854745148
2019-03-25,0.010905223569445982,-0.0017490232603414183,0.00033141996551840005,0.014320666874295927,0.017069600776907178,0.00040233305254209833,0.03599140757674332,0.009943302548713735,0.0032131549891383842,0.005335184889147523,0.005443663748814426,0.001509934125737377,0.000236423384188467,-0.004999085408880307,0.0016121410576158501,0.002932339355757862,0.02176798643273692,0.01538452562649358,0.008008310232632968,0.024042596547270367,0.012561689488971864,0.0073488280300060115,0.0019026464043715246,0.026465650963667785,0.002828416848647653,-0.0008581939809060035,0.0013364922284992628,0.0015503360761487616,0.006377745727684135,0.009898064877208394,0.013826804361806118,0.0058882120283616345,0.018795653095384564,0.013197568010861,0.004942052200675913,-0.003116239823311766,0.004914670578564154,0.00400504919797566,0.008712886651266162,-0.005982819158269162,-0.0003853658628808523,0.006098228080283458,0.013795161994409198,0.014797959813683252,0.004814716880398032,0.027328565052066142,0.012610797088170301,0.0034180727830300938,0.0028650602328605993,0.009327679561801739,0.005024984084194665,0.004861480226625748,0.00720212170612422
2019-04-01,-0.0017417955348899873,-0.0041207902959167885,-0.005498377151405761,0.004146764399331631,0.0036678546957965128,-0.0073319022647084595,0.01032709905968747,0.0016543240898939339,-0.00783254303990771,0.004134125617665761,0.0004656786150838729,-0.014160385499490323,-0.006218140138286362,-0.005739309522121735,0.003411429616137827,-0.0004417068785934239,0.0023999465971818457,0.0017169282674564723,-0.0005663718178456417,-1.269762253139719e-05,0.0030998883835159806,-0.006311834564112037,0.0110762803209853,-0.0005691277317429978,-0.01543637953114583,-0.007553510246567904,0.0019335191110570879,0.0009169058919603237,-0.0010507564031283475,0.004177815448371631,0.006031817992237454,-0.0010580166605573104,0.008862685229871969,0.007457585644959063,-0.00115082951778695,0.0069275290257898555,0.0026507815548584093,-0.0019182570203372057,-0.00014871218667874872,0.0003835936534376354,-0.000756267808532279,-0.0006125260106710397,0.0043496101193518984,0.003207048009666017,-0.0008527339916934691,0.008577729009029162,0.005745025675823688,-0.0016661495357678025,0.005386874216062883,0.003942016818837076,-0.004927939838278118,-0.00414383362554829,0.005592462857833214
2019-04-08,0.0021096672018814603,0.004755788915617967,0.009549019819280944,0.00387821778830894,0.0034132566168506772,0.007325244652094302,0.0015524748697169502,-0.004701296246705648,0.00874830612344237,0.0015048002004705075,-0.003794066389874068,0.0032458250376059105,0.006001815222464332,-0.001835049692921831,0.008162965069949233,0.009331179657783812,0.012831691977458785,0.008751748348691513,0.006317457109282092,0.007342279055333082,2.3385693737824572e-05,0.008444497265831553,0.009651795480265749,-0.0004319125214283894,0.003620333369886451,0.006842088420276252,0.011422897240726251,0.0052336658633414974,0.006327116719838922,0.012338883559980942,0.005037159317644229,0.0060802530922449355,0.007486674838122244,-0.00023521979858418112,0.005258013980990845,-0.0010072786385961316,0.0006483889542789526,0.005821657136911603,0.005793125910901776,0.0015258328630902533,-0.0006436627956293759,0.008182781979828016,0.0005907578723424469,0.0002073333953541284,0.00832188114168916,-0.00285673738105662,-0.0026388823493740253,0.007724999673922143,-0.0022992726724088146,-0.0013929933219271654,0.005991650132190281,0.007467511199966055,0.00947313209934375
2019-04-15,0.008881848113579161,0.00027982410223163605,0.005812284359329879,0.007749531339185762,0.007335507768881359,0.0060629419389764015,-0.00031427950841737395,0.0017974492780695873,0.01081607378812811,-0.00125353600923073,0.0014726633928299406,0.005326504052462866,0.004133980361727862,0.00034548781665197413,-0.0018797743196165705,0.006466955041349663,-0.0017449653547177623,0.0044807283603699845,0.003782823229668987,0.0021624423071212586,-0.003596718154074738,0.010685650069235593,-0.003433724445889382,0.00029196149625433545,0.005326227515520593,0.004727463711715049,0.019441728701287117,0.005033440495601796,0.00238532101164107,0.003585856881279458,0.004452782602071562,0.002425573402581643,0.00014258826053641354,0.005569866203930693,0.005240333841212485,0.007441471165513058,0.010959624931402508,0.008815747981108447,0.0027563925122530164,0.0032150743560055524,0.0005859609929086066,0.002583679947694588,0.000241186546123171,0.0019145117904685125,0.002695219515786661,-0.0008833811138059403,0.0011008856759957765,0.0019649871347435987,-0.0031304394410879835,0.0017148826180990568,0.004673963825612211,0.002706080656561883,0.015397124442241061
2019-04-22,-0.0026928215524361612,0.0018346282777967392,0.0029793123773915638,-0.002743769590428779,0.022638746857940692,0.002652135959463796,0.010431564464903807,0.006840498514792769,0.003166142517599106,0.0012813283080558165,0.008141452369370932,0.0015828840434536004,0.0027026095568252057,-0.0030857773950042065,-0.0007995868582408583,0.0036457164065839998,0.0057360051300427714,0.023855697586655386,0.0029443532378027066,0.027786024809873935,0.01934122901323946,0.0033460211534947866,0.0030409708840566036,0.003142712508490212,0.0016390967272440977,0.004551789574989937,0.001851303434850057,-0.0022346558668724383,0.006224754841565974,0.0025656067651441006,0.014465024081589414,0.005903822467437966,0.012181198544234101,0.010712038248707662,0.006085880039981239,0.0030696976232759323,0.004420053319008785,0.0033635138953347827,0.0063800700672211694,3.148079933007887e-05,0.0005020610733927744,0.011582432283182193,-0.0008975818702492656,0.01895292788015086,0.010289627010562253,0.006894117990400434,0.009259714645735665,0.00955564668028263,0.004220234977679101,0.009576785015554534,0.006915902981210388,0.009067352461054213,-0.005839684071138773
2019-04-29,-0.03721829404955964,-0.028286152053890252,-0.019427874117962356,-0.0466157603115482,-0.02856726402883019,-0.020588836416573005,-0.023007748424442028,-0.034443281261578584,-0.01859830348503264,-0.0003452483742923492,-0.00944808331656688,-0.012687204800122052,-0.017974661923508443,-0.01567626484403961,-0.027766353115509526,-0.01883893898961847,-0.030279121510026888,-0.025191415305955547,-0.019437379557803235,-0.02450825980303835,-0.025910852813459676,-0.01865855195420942,0.00045642848199595805,-0.01136298741555415,-0.01246815948307986,-0.01740333095188859,-0.033502532020438236,-0.02375905541112011,-0.017847302547721815,-0.03519765909260485,-0.026618240640443637,-0.017510216403140186,-0.02116349522396984,-0.029655397468517003,-0.01761747549392904,1.78019309101155e-06,-0.010262874389291472,-0.014816045232607242,-0.017612679564918923,-0.0339471066261347,-0.02047861656547332,-0.011013970369579037,-0.03820280561300497,-0.032260765519487936,-0.010924544874119339,-0.024389786657329555,-0.03290709973398186,-0.01020773296113666,0.002230513322580071,-0.00716626197458338,-0.013036810845952238,-0.013696505624641666,0.015567045954611114
2019-05-06,-0.022133848299977856,-0.011849217255084466,-0.007843325743660387,0.004787691348241024,-0.0038118177397634344,-0.00874999596150026,-0.010270694913704569,-0.008782107330237711,-0.010566626755922449,-0.006436000798000519,-0.0085867445121352,-0.008821598932196886,-0.005455819206253311,0.001379206627345135,-0.0022249791020272918,-0.007711700484001992,0.0048260992366756855,-0.004900790836247268,-0.010750461638240212,-0.00969675353754086,-0.007925717666046788,-0.0054593795109109475,-0.007933033398776212,-0.010649054132423334,0.004285726618733235,-0.007946192556275218,-0.0020132491607920437,-0.00018089126988047005,0.004314690926469894,0.004031979403279722,-0.0025585550296258037,0.004640138091034075,-0.007447549215082817,-0.005689612175679534,0.006512686860539004,-0.002256345423215094,-0.004466879901734472,0.009829796769120764,0.0047445808629950036,-0.020324179704186738,-0.001971269565578481,0.0059035756438048734,0.0010279997027466663,-0.0018809845695530705,0.004580774521379218,-0.009676842696836642,-0.008351854736301208,0.0020355302711045314,-0.005821663217242332,-0.009883188206298051,0.0015877411018380967,0.0018157056490325355,-0.005768471877248715
2019-05-13,0.0022746613639946216,0.01830337344526202,0.01631045763130357,-0.0015147447220452527,0.02300887674671648,0.019018066541789353,0.005645416021845887,0.02310207974403109,0.01730726846143229,0.009326784965268132,0.0037816784849794027,0.0037816784849794027,0.011678896344165487,0.006536809532062799,0.015561114683638615,0.015650159132093965,0.005109717558290372,0.023210463502142793,0.01871564294920366,0.0060658073500560305,0.015376491163570188,0.018979515246712472,0.015320517873178894,0.003389642204041859,0.003389642204041859,0.011790880107536093,0.002940059814297438,0.0007449594110640659,0.007695301262491976,-0.008711723067503209,0.007203839673665402,0.007985278538993631,-0.0034400143010549517,0.00264005331007899,0.00768156060710612,0.019537235940993793,0.00986584461657165,0.00986584461657165,0.006835306295844803,0.0012102972512224607,0.0033815289903116465,0.005998989640547768,-0.006997403036724834,0.004025119876846464,0.0059528674825343065,0.0005907836294180109,0.0023959854319618576,0.005290160964253921,0.005721203278289298,0.0022729477056739637,0.0022729477056739637,0.004461471951683543,0.003860177521470387
